CVR Nummer,Navn,Kommune Navn
34369259,FPV World v/Dennis Møller Christiansen,SLAGELSE
28930593,Preality v/ Christian Nicolai Lybro Nielsen,SLAGELSE
35481591,HALSSKOV HELSEKOST ApS,SLAGELSE
37749036,Berg Investment IVS,SLAGELSE
36592540,Din Lokale Mobile Pølsevogn v/Tina Jørgensen,SLAGELSE
51350510,SALON HAIRCUT                     V/CHRISTENSEN,SLAGELSE
36436921,FRIIS B. ApS,SLAGELSE
31594731,HESSELBERG-PEDERSEN INVEST ApS,SLAGELSE
15227443,ADVOKATFIRMAET HENNING JENSEN OG  R KOPP PEDERSEN,SLAGELSE
27103847,Billigcamping.dk                  v/Michael Steinbacher,SLAGELSE
36084103,PRANAHUSET ApS,SLAGELSE
28924046,Okey´Dokey v/Tammy Maria Grell,SLAGELSE
18636646,JOMEMI ApS,SLAGELSE
28115989,EKKENBERG & ANDERSEN NETVÆRK ApS,SLAGELSE
27673058,BS Ejendoms Service               v/Gert Sørensen,SLAGELSE
39980029,LM Climatech ApS,SLAGELSE
39095009,Elemental eSports,SLAGELSE
74730515,H J CYKLER V/HANS J VILLUMSEN,SLAGELSE
24747514,JØRGEN CALUM OG SØNNER ApS,SLAGELSE
34059136,ALFA SKADESERVICE OG              EJENDOMSSERVICE ApS,SLAGELSE
27100554,VIP GROUP ApS,SLAGELSE
39314223,E-gulve ApS,SLAGELSE
27669530,Slagelse Homeshop                 v/Uffe Christiansen,SLAGELSE
39901854,MGRI Holding ApS,SLAGELSE
25546245,Bjørns Total Entreprisev/B Nielsen,SLAGELSE
36430486,TORVEBODEGAEN ApS,SLAGELSE
43318136,Human-Animal Science,SLAGELSE
27090257,T.D. Service & Montage            v/Thomas Dahrup,SLAGELSE
28539150,IDE BYG v/Jim Strandet,SLAGELSE
25819519,STILLINGE STRANDS VANDVÆRK,SLAGELSE
36418451,TURN1 ApS,SLAGELSE
32809758,Ejerlejlighedsforeningen Vestergade 5 A-B,SLAGELSE
35168826,Det Tamilske Aktivitetscenter,SLAGELSE
26105978,TØMRER- OG SNEDKERMESTER NIELS LIEN ApS,SLAGELSE
30325591,JEO Import-Export v/Jens Erik Østerballe,SLAGELSE
35596402,Kvick og Kolbes Rallyparts,SLAGELSE
33349238,Grundejerforeningen Vejsgårdparken,SLAGELSE
30781643,Gaarden Graphics v/ Pernille Gaarden,SLAGELSE
33901275,Vincentz Regnskab v/Inger Vincentz Thrane Jensen,SLAGELSE
27231799,TANDLÆGE HENRIK HARMSEN ApS UNDER STIFTELSE,SLAGELSE
37921637,Babas Bagels ApS,SLAGELSE
32718035,JS Auto v/Jens Carsten Christiansen,SLAGELSE
34692831,SØGÅRD HOLDING RUDE A/S,SLAGELSE
34927227,Beauty Extensions v/Stina Nielsen,SLAGELSE
25003926,Cv Marketing                      V/Charlotte Valentin Hemmingsen,SLAGELSE
27600247,Pathuel                           v/Ingeborg Pathuel,SLAGELSE
28401833,Slagelse Rideklub,SLAGELSE
18877503,VICH 4389 ApS,SLAGELSE
29066302,Advokathuset v/Rene Rasmussen,SLAGELSE
34138427,Dansk Folkeparti,SLAGELSE
34643105,Beredskabsforbundets Slagelse Kreds,SLAGELSE
20768932,SLAGELSE RED VIKINGS,SLAGELSE
33801912,MM-Kosmetik I/S,SLAGELSE
35690115,Høve Pastorats Kirkekasse,SLAGELSE
33432526,C.E.H. Byg v/Carsten E Heidelbach,SLAGELSE
40379002,Jobu Ejendomme ApS,SLAGELSE
36935340,Vemmelev IT ApS,SLAGELSE
32253458,Algade Salon v/Hassan Mohammad,SLAGELSE
25111362,Es Byg V/Erik Andersen,SLAGELSE
33047894,HARREBYE ApS,SLAGELSE
33896646,Grundejerforeningen Skovager,SLAGELSE
30844807,MB Multi-service v/ Martin Bjerring Nielsen,SLAGELSE
31439019,Motorcykel Værkstedet v/REne Hansen,SLAGELSE
79072419,"BECK AUTODELE A/S, SLAGELSE",SLAGELSE
12069146,BJØRN HAMMER A/S,SLAGELSE
35344845,Lokal Service,SLAGELSE
34680655,Slagelse Håndboldklub,SLAGELSE
33301847,"Vemmelev VSG&I, Volley",SLAGELSE
39616203,Ole Skovager,SLAGELSE
34541892,Arla svampe klubben,SLAGELSE
38798634,Ejerforeningen matr.nr.76 Eggeslevmagle by og sogn,SLAGELSE
34990131,MBN Entreprise v/Mads Bonde Nielsen,SLAGELSE
32201555,Rytterforeningen i Skælskør,SLAGELSE
27010814,Winther Design & Import           v/Dorte Winther Hansen,SLAGELSE
25361296,N EJENDOM HOLDING ApS,SLAGELSE
17802879,NESRAL ApS,SLAGELSE
18299232,KEAN IMPORT,SLAGELSE
16914800,JANE LADING PEDERSEN,SLAGELSE
18744570,B.G. ApS,SLAGELSE
51921917,GRUNDEJERFOR SKOVSØPARKEN,SLAGELSE
32857191,Addina v/Michal Pentti Lorentsen,SLAGELSE
35669698,GL. TORV 2 ApS,SLAGELSE
65834111,JAN HANSEN. SLAGELSE ApS,SLAGELSE
37511994,Korsør Nor Inner Wheel,SLAGELSE
30589548,INSTALLATØR HENNING NIELSENS      EFTERFØLGER ApS,SLAGELSE
37609234,Vestsjællands Cleaning Service,SLAGELSE
38812718,Cavaleros Denmark,SLAGELSE
34076316,JOSK ApS,SLAGELSE
34744483,Ars Nova-koret,SLAGELSE
37280283,Nifingers Gospel Magic & Events,SLAGELSE
30708911,SAMAKIPE HOLDING ApS,SLAGELSE
36738995,Stina von Holstein v/Stina von Holstein,SLAGELSE
33412061,Anhalt Design v/Marius Peter Liljefeld Anhalt,SLAGELSE
34413754,Nordbyens kultur og fritidsklub,SLAGELSE
36910275,Falconi Mare ApS,SLAGELSE
36317515,Bøgelunde Forsamlingshus Venner,SLAGELSE
34522952,Brodergaven - Hammeren Korsør,SLAGELSE
41321970,D.K. Holding ApS,SLAGELSE
32857191,Addina v/Michal Pentti Lorentsen,SLAGELSE
34076316,JOSK ApS,SLAGELSE
37280283,Nifingers Gospel Magic & Events,SLAGELSE
34744483,Ars Nova-koret,SLAGELSE
37511994,Korsør Nor Inner Wheel,SLAGELSE
28144601,M. M. GROUP ApS,SLAGELSE
32829260,EV BOLIG III ApS,SLAGELSE
21891789,SOLSIKKEN V/SUSANNE LARSEN,SLAGELSE
25917731,Løvens Kiosk v/Moheb El Sayed,SLAGELSE
14061878,KIOSKEN                           V/JOHNNY SANDAU,SLAGELSE
60055815,SLAGELSE GRUNDEJERFORENING,SLAGELSE
38375946,Phcbyg ApS,SLAGELSE
26147131,B.S. Transport & Rengøring        v/Benny Sørensen,SLAGELSE
33347049,B91 Slagelse,SLAGELSE
26656044,Sakib Mujanovic,SLAGELSE
34280800,Bilsyn Slagelse,SLAGELSE
25823672,Larsen Handelsselskab v/Jens Larsen,SLAGELSE
14833676,ANDELSBOLIGFORENINGEN FRUEGADE 44,SLAGELSE
16268348,TØMRER/SNEDKERFIRMAET STYLSBORG V/LEIF STYLSVIG JEPSEN,SLAGELSE
40408193,Jioii IVS,SLAGELSE
25921577,HOLDINGSELSKABET AF               26. FEBRUAR 2001 ApS,SLAGELSE
25160630,Vestergades Bageri I/S            V/Flemming & Susanne Hansen,SLAGELSE
30860748,Unik Flower & Antik v/Katja Petersen,SLAGELSE
25361245,Thomas Andersen,SLAGELSE
29726612,Din El/ HvidevarekammeRATH v/Jacob Ernø Rath,SLAGELSE
17833049,AD SUPPLY                         V/MICHAEL BECH,SLAGELSE
34604614,E-TASKER ApS,SLAGELSE
28578776,"Ferdinands Bøfhus I/S v/Omer Kutluay, Fazly Özata og Hasan Tozan",SLAGELSE
28150555,JMI INVEST JYSTRUP ApS,SLAGELSE
32758967,Foodcare v/Johnny Helt Pedersen,SLAGELSE
38265032,Storebælts Vikar- og Byggeservice ApS,SLAGELSE
74020119,JANNERUP OFFSET A/S,SLAGELSE
35355812,ERIKSEN'S TANDTEKNIK,SLAGELSE
43126873,GreenClean Rengøring v/Jette Hansen,SLAGELSE
27234720,SLAGELSE VINKOMPAGNI ApS,SLAGELSE
36163542,Mejls VVs,SLAGELSE
37959545,EJS af 5. september 2016 ApS,SLAGELSE
31241561,PP Solutions v/ Per Poulsen,SLAGELSE
37121908,"Ceresvej 1, Korsør",SLAGELSE
30228510,L O F,SLAGELSE
85589512,SLAGELSEEGNENS LÆRERKREDS,SLAGELSE
28239513,Henrik Jensen Maskiner,SLAGELSE
32972225,Digelaget Mosen Omø,SLAGELSE
29467080,Dybkærgaard Hus & Have v/Henrik Andersen,SLAGELSE
36054891,LARSEN LEJLIGHEDER ApS,SLAGELSE
33735251,Folkemusik på Fattiggården,SLAGELSE
66192156,GÅRDEJER HELGE LINDHOLM NIELSEN,SLAGELSE
14360999,Gorm Rasmussen,SLAGELSE
67016513,HAVREBJERG MØLLE ApS,SLAGELSE
37041793,Frit Udsyn IVS,SLAGELSE
39435616,Lasse Steinmetz,SLAGELSE
37191566,Kulturhusets Venner,SLAGELSE
38659367,Mikkel Danmark,SLAGELSE
35774505,"Personaleforeningen Glue, Campus Slagelse",SLAGELSE
32209300,Bagels Bar v/Dorte S Wiben,SLAGELSE
10103576,REVISIONSFIRMAET SIVERTSEN V/FLEMMING SIVERTSEN,SLAGELSE
34119287,Muskelbasserne,SLAGELSE
34076200,SØREN THORSLUND RASMUSSEN HOLDING ApS,SLAGELSE
31187176,"KONGSTEDVEJ 2, SLAGELSE ApS",SLAGELSE
27860133,Onkel Moussa v/Kladess Badran,SLAGELSE
29412146,MR HOLDING SLAGELSE ApS,SLAGELSE
37172596,Webpuzzle ApS,SLAGELSE
32848729,Ejerforeningen Nansensgade 3,SLAGELSE
26801915,Strandvejens Auto v/Kenneth Rasmussen,SLAGELSE
37109843,Soroptimist International Slagelse,SLAGELSE
30686926,CANDY SHOP v/Husni Ata Abdelghani,SLAGELSE
26516862,KRING IT HOLDING ApS,SLAGELSE
35165266,Korsør Kontaktbridgeklub,SLAGELSE
26356849,Birkedahl's Biler v/Klaus Birkedahl,SLAGELSE
31400406,Pixiu IT v/Jon Birch Rosing,SLAGELSE
25361385,N EJENDOM ApS,SLAGELSE
26523885,ApS SLAGELSE GLARMESTERFORRETNING UNDER STIFTELSE,SLAGELSE
30809610,GREAT BELT AGENCIES A/S,SLAGELSE
28968450,Grundejerforeningen Johnsgården,SLAGELSE
19007995,H.D. AUTO V/HAMDI DASTAN,SLAGELSE
28859708,LENE'S RENGØRING ApS,SLAGELSE
32600271,Andelsboligforeningen Kirke Stillinge Gl. Skole,SLAGELSE
31332273,JIMMY JENSEN HOLDING ApS,SLAGELSE
32873375,Danske TolkeService v/Selahattin Biyik,SLAGELSE
35209387,KLINIK PLUTO ApS,SLAGELSE
38890069,Din bilpleje,SLAGELSE
32823211,Ejerforeningen Badstuevej 2,SLAGELSE
38123858,Grundejerforeningen Kildeparken,SLAGELSE
18352931,Elite Vagt,SLAGELSE
24229335,OLE LAUGESEN HOLDING ApS,SLAGELSE
35022090,Da Campo v/ Samantha Da Campo,SLAGELSE
33123175,Henrik Andersen Taxi-330-8,SLAGELSE
39451646,Guldsmedene ApS,SLAGELSE
35298193,Grundejerforeningen Fælleshuset,SLAGELSE
79300918,P.W.C.S. HOLDING ApS,SLAGELSE
33273584,Slagelse American Football Club,SLAGELSE
32085490,BAZAR SLAGELSE A/S,SLAGELSE
33878842,DYREHAVEN EJENDOMME ApS,SLAGELSE
33309813,SLAGELSEHALLEN PARKVEJ,SLAGELSE
37836532,Danmarks Busmuseum Fond,SLAGELSE
25971795,CFS SLAGELSE A/S,SLAGELSE
32953948,Vestermose IF,SLAGELSE
33427670,Ejerlejlighedsforeningen Nytorv 10 -14,SLAGELSE
20118393,JENSEN'S VINDUESPOLERING          V/ANDERS RUHOFF JENSEN,SLAGELSE
29072000,Andelsboligforeningen Idagaardsparken,SLAGELSE
35267425,SP multiservice,SLAGELSE
32847994,Lind Foto v/Rene Allan Lind Jespersen,SLAGELSE
25566696,Hans Holger Rosted Christensen,SLAGELSE
25117840,Møller'S Stue-Og Havecenter       V/Fin Møller,SLAGELSE
34269971,dyrefoder v/Dennis Hald,SLAGELSE
31962757,Museumsforeningen for Skælslør Bymuseum,SLAGELSE
26491975,Ejerforeningen Rosengade 11,SLAGELSE
15092793,KUNSTGALLERIET V/CLAUS FREDERIKSEN,SLAGELSE
32942075,SLAGELSE ENTREPRENØRSERVICE MASKINUDLEJNING ApS,SLAGELSE
10090644,Uv Hallen                         v/Johnny Sandau,SLAGELSE
11447317,BENT BOHSEN,SLAGELSE
28258941,Holmager I/S v/ T & M Madsen v/ Tage & Mogens Madsen,SLAGELSE
18612976,INGENIØRFIRMAET NIELS REBIEN,SLAGELSE
26044464,Søren Madsen,SLAGELSE
26312094,Slagelse Taxa                     c/o Kurt Blaxkjær Jensen,SLAGELSE
21428477,HA LONG BAY                       VIETNAMESISK RESTAURANT           V/DAC TAM VU,SLAGELSE
32101658,EJENDOMSMÆGLER                    CARL ERIK HANSEN,SLAGELSE
29725535,Trelleborg Tømrer og Snedkerfirma v/René Jespersen,SLAGELSE
31547105,Gøral Design v/Jannie Lund-Nielsen,SLAGELSE
21094072,Ingrid Hansens Hjemmeservice      v/Ingrid Hansen,SLAGELSE
19632806,WHEELER VISION                    V/CHRIS RASMUSSEN,SLAGELSE
35021140,Personlig Service.,SLAGELSE
26813166,DevaBlomst                        v/Leene Møllegård Pedersen,SLAGELSE
19915638,Gondola's v/Aydemir Bahar,SLAGELSE
37698776,B.S. Wineimport,SLAGELSE
36271302,Elite Marketing Force,SLAGELSE
26986265,Dansk Bygge Entreprise            v/Thomas Frederiksen,SLAGELSE
30735471,SMART RENGØRING ApS,SLAGELSE
36282401,KA-Auto,SLAGELSE
34367469,Salon Hvitfeldt v/Lonnie Jacobsen,SLAGELSE
34296839,Klinik Skovdal,SLAGELSE
25932277,Klippegården v/Diana Hansen,SLAGELSE
25066952,Peter Tingsgaard,SLAGELSE
39316269,zaphgames,SLAGELSE
30197844,ACCENDO ApS,SLAGELSE
36479396,H. HØJ EJENDOMME ApS,SLAGELSE
41067403,Petrine Glerup/ Holistisk Skønhedsklinik,SLAGELSE
37499099,MM-bogholderi,SLAGELSE
28489994,PW - MIND HOLDING ApS,SLAGELSE
39727390,Trinity Aid IVS,SLAGELSE
27439004,TOMMY LARSEN ApS,SLAGELSE
36271205,NOMi-byg,SLAGELSE
41138351,Louises massage & akupunktur,SLAGELSE
31373301,SLOTSBJERGBY MASKINSTATION ApS,SLAGELSE
26850975,CAFÉ VIVALDI ApS,SLAGELSE
12497539,ESPENHEINS EFTF. A/S,SLAGELSE
26519195,"LINDBERG HOLDING, SLAGELSE ApS",SLAGELSE
32840817,REALMÆGLERNE JAN THANNING ApS,SLAGELSE
34604126,EVENT EKSPERTEN ApS,SLAGELSE
69039715,A/S SLAGELSE MOTOR COMPAGNI,SLAGELSE
73713218,SLAGELSE MOTOR COMPAGNI HOLDING A/S,SLAGELSE
33008767,V.S.G. & I Gymnastikafdeling,SLAGELSE
34650527,Andelsboligforeningen Rønnetoften,SLAGELSE
33317026,Ejerlavet Kassebjerggård,SLAGELSE
35706097,Den udkørende fodterapeut v/ Statsaut. fodterapeut Janne Eisensøe,SLAGELSE
31651069,Andelsboligforeningen Hylleparken,SLAGELSE
38926705,TLG ApS,SLAGELSE
21247847,J H MONTAGE V/JAN HÅKONSEN,SLAGELSE
30930916,E/F Ndr. Stationsvej 14 A A/F,SLAGELSE
32014593,Forsikringsmæglergruppen v/Brian Heinrich Jensen,SLAGELSE
35897933,Kabeldepotet,SLAGELSE
24982742,HOLBERG GULVE ApS,SLAGELSE
41566051,TOYA WIVA,SLAGELSE
21095540,EDIN ADULOVIC,SLAGELSE
33124732,"Duborgs udlejning, salg og service v/Kasper Duborg Sommer",SLAGELSE
43143662,Road Safe,SLAGELSE
36054905,N EJENDOM 2014 ApS,SLAGELSE
26986575,Á New Dog v/Annemette Julie Skov,SLAGELSE
13101205,CAND PSYCH FREDDIE HØYER,SLAGELSE
30760662,SmedXpress v/Krishnamenan Krishnamoorthy,SLAGELSE
35177884,Vestergade/Smedestræde,SLAGELSE
39660210,NMGL Holding ApS,SLAGELSE
35036407,WATERKNOWLEDGE ApS,SLAGELSE
29404232,VILCON BRYGHUS ApS,SLAGELSE
57215119,SLAGELSE SCT PEDERS MENIGHEDSRÅD,SLAGELSE
82735011,"TØMRERMESTER GEORG BERG, SLAGELSE, ApS",SLAGELSE
36585471,Bedstes Hus I/S,SLAGELSE
38533266,T. Ottesen Holding ApS,SLAGELSE
20583800,DALSØ L.R.                        V/IRENE GUNHILD DALSØ,SLAGELSE
38173855,Haveforeningen Fælles Flid,SLAGELSE
39433176,Guldsmedene Holding ApS,SLAGELSE
26014182,"Svane Køkkenet, Slagelse v/Lars Erik Olsen",SLAGELSE
33899122,"Grundejerforeningen "" kassebjerggårdsvej""",SLAGELSE
40650008,Lea Willemoes Frisdahl,SLAGELSE
30352408,GIRDLA HOLDING ApS,SLAGELSE
32693016,Marievang IF,SLAGELSE
37195669,Antik og Lort,SLAGELSE
44314886,Sørensensmalerogmultiservice v/ Søren Rikard Birkedal Hansen,SLAGELSE
20163305,DYRENES ELDORADO ApS,SLAGELSE
34323100,Kjærulff Multiservice,SLAGELSE
25453522,A.P.J. HOLDING AF 1/6 2000 ApS,SLAGELSE
26774624,Opholdsstedet Vestergade 4,SLAGELSE
34746567,VeteranHaven,SLAGELSE
34913862,Frivilligcenter Slagelse Kommune,SLAGELSE
12092474,HOLGER CHRISTENSEN & SØN A/S,SLAGELSE
37573124,WhiteParts ApS,SLAGELSE
32420869,Rude Beboerforening,SLAGELSE
18490048,Ejendommen Jernbanegade 26 I/S,SLAGELSE
36257547,Resalat forening,SLAGELSE
32915345,Spørg Morten v/Morten Christian Jensen,SLAGELSE
30636864,Andersen Consult v/Rene Børge Andersen,SLAGELSE
32760538,Andelsboligforeningen Højen III,SLAGELSE
48155928,DYHRS SKOLE,SLAGELSE
11680143,SLAGELSE GYMNASIUMS LEGATFOND,SLAGELSE
35655115,H. HØJ HOLDING ApS,SLAGELSE
42448117,Quick Bistro                      v/Johannes Petersen,SLAGELSE
66948013,KIRKE STILLINGE BRUGSFORENING,SLAGELSE
86762315,WOLFKING DANMARK A/S,SLAGELSE
36637501,Fru Jørgensens Multi Service,SLAGELSE
34559147,KupiecHair v/Pia Ninet Kupiec,SLAGELSE
40894853,Dorthe H,SLAGELSE
26607590,YOU WHO SLAGELSE ApS UNDER        STIFTELSE,SLAGELSE
38100718,Andersen Ejendomme 2016 ApS,SLAGELSE
32158803,FORSIKRINGSMÆGLERGRUPPEN DANMARK  JEPPE HOLM ApS,SLAGELSE
32325637,MMT GROUP ApS,SLAGELSE
35618392,antvorskov bowling klub,SLAGELSE
35344950,Petanqueklubben Seje Seniorer,SLAGELSE
30374037,Slagelse Bueskyttelaug,SLAGELSE
34537291,Korsør Nor Rotary Klub,SLAGELSE
37127337,formuleringen.dk,SLAGELSE
37533971,Korsør Golfklub - Dameklub,SLAGELSE
33311818,Boeslunde Lokalråd,SLAGELSE
29500746,Sports Team Slagelse,SLAGELSE
34440247,Bevaringsforeningen af gl.bygninger og miljøer,SLAGELSE
39814536,Redder & Brandmandsforeningen Korsør,SLAGELSE
30282884,JMI INVESTERING I ApS,SLAGELSE
39109751,Lillelund revision ApS,SLAGELSE
73566916,"AUTOBERG, SLAGELSE ApS",SLAGELSE
39127733,BS RIDETERAPI IVS,SLAGELSE
38684485,Hestefysioterapeut Sabrina Blaabjerg,SLAGELSE
36610328,Svenson & Bonderup,SLAGELSE
26590108,Nordcenter Kiosk                  v/Youssef E Numeiri,SLAGELSE
21771937,GULDSMEDENE V/MICHAEL HANSEN,SLAGELSE
72146859,C H TRADING                       V/CONNIE HOLMBERG,SLAGELSE
72864557,REJSEBUREAU'ET                    V/NIELS LARSEN,SLAGELSE
11902847,VESTSJÆLLANDS HANDELSHØJSKOLE     CENTER,SLAGELSE
13061106,KURT JENSEN,SLAGELSE
78797819,SONDH AUTOMOBILER. SLAGELSE ApS,SLAGELSE
25245598,Snedkermester Jens Hallengren,SLAGELSE
33667981,Locostreetwear Kenth Swardell Brogaard,SLAGELSE
30771486,Goose N' Moose v/Christina Søbygaard,SLAGELSE
32422144,Samers Minidistribution v/Samer Daoud,SLAGELSE
41710616,KRISTIAN RASK,SLAGELSE
29345007,Dypau Footwear Jette Paulsen,SLAGELSE
27871194,Charlotte Hansen,SLAGELSE
78094311,ASGER KOLDBY JENSEN,SLAGELSE
25093321,Casinotorvets Kebabbar            V/Heidi Andersen,SLAGELSE
25541979,HC-Design v/H Nielsen & C Lehn,SLAGELSE
66944115,Robert Sørensens Autoværksted,SLAGELSE
79282316,LINDBOE SERVICE                   V/KITTY LINDBOE,SLAGELSE
27322875,Friendtex                         v/Birgit Juel Madsen,SLAGELSE
25881745,JaPa Bygg v/Jan J. Jørgensen,SLAGELSE
28421451,Annette Christensen,SLAGELSE
30385322,Smokefree v/Torben Wiinholt,SLAGELSE
27655912,OVE S SØRENSEN,SLAGELSE
29473153,Toftegaarden's Håndværkerservice v/Ove Harding Nielen,SLAGELSE
27123139,Grace Mode v/Anne Birgitte Nissen,SLAGELSE
34776563,Anæstetister i Slagelse,SLAGELSE
34769435,Al Ghurabaa,SLAGELSE
30057384,Slagelse Kulturråd,SLAGELSE
32523803,Foreningen af 2. april 1987,SLAGELSE
32795048,Ejerforeningen Poulsbjergparken,SLAGELSE
29858004,Dansk Flygtningehjælps Frivilliggruppe i Slagelse,SLAGELSE
30063384,Klinkegården,SLAGELSE
39349914,Insitu Holding ApS,SLAGELSE
12680589,JOE'S GARAGE V/HANS-HENRIK SANNERUD,SLAGELSE
28460872,Ejendommen Bjergbygade 42 I/S VHenrik og Michael Rosenbæk,SLAGELSE
21644234,T. KAISER HOLDING ApS,SLAGELSE
35973664,NCKL,SLAGELSE
35186212,Ejerforeningen Algade 15 B / C,SLAGELSE
28179839,Lille Valbygård's Efterværn I/S v/Helle og Jesper Pedersen,SLAGELSE
32304710,UNIQ SOLUTIONS DANMARK S.M.B.A.,SLAGELSE
10467071,FODKLINIK V/INGER ULRICH MADSEN,SLAGELSE
41196106,Cafe Chufa ApS,SLAGELSE
16282154,HELLE B RASMUSSEN NIELSEN,SLAGELSE
37459933,Sanirent Rengøring,SLAGELSE
25151178,Sjamil Zemalodinov Petersen,SLAGELSE
37075272,Oa mandskabsudlejning,SLAGELSE
30403975,Læge Kitten Susan Engell Weber,SLAGELSE
25445163,Ejendommen Bredegade 13-15 V/Ahlmann Olsen,SLAGELSE
37142263,Rødhøj Naturpleje Laug,SLAGELSE
35263977,soa,SLAGELSE
12432984,KURT KULSØ LARSEN,SLAGELSE
34618100,POLAVYK S.M.B.A,SLAGELSE
87909115,ARNE BOLDT EL-AUTOMATIC 4200      SLAGELSE ApS,SLAGELSE
21987042,SN DIRECT PARTNER                 V/STIG NIELSEN,SLAGELSE
32062466,DK INSTALLATION ApS,SLAGELSE
36916249,Børn på Glasværket ApS,SLAGELSE
69639216,SHELL VÆRKSTEDET                  V/JANNI T JENSEN,SLAGELSE
34317496,Würtz Viceværtservice,SLAGELSE
27479561,HANS-JØRGEN HANSEN HOLDING ApS,SLAGELSE
25670280,Templet I/S,SLAGELSE
32915418,Houseofzumba v/Ines Bukic,SLAGELSE
37717223,H.F Nytten,SLAGELSE
28618964,Virskomhedsrådgiver v/ Jens Engbork,SLAGELSE
21421774,EHS HOLDING ApS,SLAGELSE
28885350,BRAMSEN OG MILVERTZ ApS,SLAGELSE
27914209,EDC MÆGLERNE CARL ERIK HANSEN & CO. ApS,SLAGELSE
27528902,ERSLEV HOLDING ApS,SLAGELSE
27648142,PLAYERZ ApS,SLAGELSE
39282097,L.F DailyService IVS,SLAGELSE
11590314,I/S TORVEGÅRDEN                   V/G KLIXB-LL,SLAGELSE
29205175,BLÆSINGE UDLEJNING ApS,SLAGELSE
28122780,RIIBER HOLDING ApS,SLAGELSE
34372128,NKS.Service v/Nils Jørgen Kastrup Sørensen,SLAGELSE
35748075,Streetbox v/Sam Ghourkhani,SLAGELSE
35092056,Cool Drinks / Cool Event,SLAGELSE
36578696,bringsholdt.tattoo,SLAGELSE
26562058,Pr-Data I/S,SLAGELSE
25193350,Scan Pro Data V/Jan E. Pedersen,SLAGELSE
37138959,Sejers stålmontage,SLAGELSE
40498516,Lions Slagelse Daisy,SLAGELSE
66782913,SLAGELSE SPAREKASSE,SLAGELSE
30831535,SKÆLSKØR X ApS,SLAGELSE
28853092,BL GLAS & ALUFACADER A/S,SLAGELSE
38788523,MK Totalservice,SLAGELSE
35051090,TEAM LISBERG ApS,SLAGELSE
37567469,MarayaCafe,SLAGELSE
30858611,Malerfirma Rosengren v/Henrik Kenneth Rosengren,SLAGELSE
35402381,LARSEN BIOFUELS ApS,SLAGELSE
40129030,OBGIN Invest IVS,SLAGELSE
26396247,J. H. RÅDGIVNING A/S,SLAGELSE
15297379,L.N.P.F.H.H. INVEST ApS,SLAGELSE
41010886,Eichen Anlæg ApS,SLAGELSE
23946815,TYVELSE FORSAMLINGSHUS ApS,SLAGELSE
31325773,BURCHARDT A/S,SLAGELSE
20178779,EBK HOLDING A/S,SLAGELSE
41174226,Extension Factory ApS,SLAGELSE
38478036,Gate 3:16,SLAGELSE
10038014,TOCA HOLDING ApS,SLAGELSE
32159559,EKKENBERG NETVÆRK ApS,SLAGELSE
31331579,STOCKHOUSE WINE ApS,SLAGELSE
61888918,SP TRYK A/S,SLAGELSE
28854897,EICHEN TOTAL ApS,SLAGELSE
34352658,DOUBLEWISION IT ApS,SLAGELSE
38388126,transportselskabet ivs,SLAGELSE
40702679,N.A. Multiservice v/Nicklas Andersen,SLAGELSE
28718195,AUT. KLOAKMESTER HD ENTREPRISE ApS,SLAGELSE
30405080,Michael Hansen,SLAGELSE
37666742,schuster,SLAGELSE
38128949,DIV 24 KAP1,SLAGELSE
30136187,Frost Byg v/Morten Frost Hansen,SLAGELSE
38053590,Thaismile,SLAGELSE
38851152,HN Klima Teknik Holding ApS,SLAGELSE
39185865,GTA Corporation ApS,SLAGELSE
43018515,KE Tømrer ApS,SLAGELSE
40142711,Swe-Dane Translation,SLAGELSE
41017570,NWI Holding ApS,SLAGELSE
27974678,RE HOLDING ApS,SLAGELSE
41316136,Dealhero,SLAGELSE
21385697,LARS FISCHER RASMUSSEN,SLAGELSE
40558632,Hair Academy Slagelse by Koca,SLAGELSE
39021242,SMI Montage,SLAGELSE
21311308,Slagelse Hudpjeleklinik           v/Katja Christensen,SLAGELSE
19042472,BORCH TEXTILE GROUP A/S,SLAGELSE
35992960,Maria ELisabeth v/Maria E. Larsen,SLAGELSE
31307856,Fysioterapien Langes Gård v/Birgit Nygaard Hansen,SLAGELSE
32126332,Grundejerforeningen Europaparken 1,SLAGELSE
11447678,GÅRDEJER PETER SVEISTRUP,SLAGELSE
36540680,MR HOLDING KORSØR ApS,SLAGELSE
41700351,kolbes malerservice,SLAGELSE
30332253,Salon Pia v/Pia Charlotte Hansen,SLAGELSE
38070665,Dannebroge HDMS Iver Huitfeldt F361,SLAGELSE
44962616,MOGENS HANSEN,SLAGELSE
32745288,Ejerforeningen Suhrsvej 21-23,SLAGELSE
20650680,J. f. Autotransport,SLAGELSE
34287899,Kristian Tue Construction,SLAGELSE
16834793,Jane Nind Steffensen,SLAGELSE
27278213,HBS HOLDING ApS,SLAGELSE
30447018,Ajour-Team v/Henriette Westrup,SLAGELSE
34299323,Whisky2u.dk v/Jonna Barchager,SLAGELSE
41186798,Center for demokratisk facilitering,SLAGELSE
29976937,LINDBOE HOLDING ApS,SLAGELSE
38784137,Oksebrovej 2 ApS,SLAGELSE
36447370,SMC FAMILIEHOLDING A/S,SLAGELSE
